H000	H003	H006	H009	H012	H018	H024	H036	H048	H072	H120	H168
Peak1004727	5	5	5	5	5	5	5	5	5	5	5	5
Peak1004860	5	5	5	5	5	5	5	5	5	4	4	4
Peak1004861	5	5	5	5	5	5	5	5	5	5	4	4
Peak1004888	6	6	6	6	6	6	6	6	6	6	6	6
Peak1004889	6	6	6	6	6	6	6	6	6	6	6	6
Peak1004890	6	6	6	6	6	6	6	6	6	6	6	6
Peak1004908	5	5	5	5	5	5	5	5	5	5	5	5
Peak1004909	6	6	6	6	6	6	6	6	6	6	6	6
Peak1004978	6	6	6	6	6	6	6	6	6	6	6	6
Peak1004979	6	6	6	6	6	6	6	6	6	6	6	6
Peak1004980	6	6	6	6	6	6	6	6	6	6	6	6
Peak1004981	6	6	6	6	6	6	6	6	6	6	6	6
Peak1005014	6	6	6	6	6	6	6	6	6	6	6	6
Peak1005015	6	6	6	6	6	6	6	6	6	6	6	6
Peak1005040	5	5	5	5	5	5	5	5	5	5	5	5
Peak1005045	5	5	5	5	5	5	5	5	5	5	5	5
Peak1005125	6	6	6	6	6	6	6	6	6	6	6	6
Peak1005126	6	6	6	6	6	6	6	6	6	6	6	6
Peak1005127	6	6	6	6	6	6	6	6	6	6	6	6
Peak1005128	6	6	6	6	6	6	6	6	6	6	6	6
Peak1005156	6	6	6	6	6	6	6	6	6	6	6	6
Peak1005157	6	6	6	6	6	6	6	6	6	6	6	6
Peak1005158	6	6	6	6	6	6	6	6	6	6	6	6
Peak1005159	6	6	6	6	6	6	6	6	6	6	6	6
Peak1005298	6	6	6	6	6	6	6	6	6	6	6	6
Peak1005299	6	6	6	6	6	6	6	6	6	6	6	6
Peak1005361	5	5	5	5	5	4	4	4	4	4	4	4
Peak1005380	5	5	5	5	5	5	5	5	5	5	5	5
Peak1005399	5	5	5	5	5	5	5	5	5	5	5	5
Peak1005400	5	5	5	5	5	5	5	5	5	5	5	5
Peak1005401	5	5	5	5	5	5	5	5	5	5	5	5
Peak1005446	4	5	5	5	5	5	5	5	5	4	4	4
Peak1005447	4	5	5	5	5	5	5	5	5	4	4	4
Peak1005468	4	4	4	4	4	4	4	4	4	4	2	2
Peak1005488	4	2	2	4	4	4	4	4	4	4	4	4
Peak1005489	4	2	2	4	4	4	4	4	4	4	4	4
Peak100550	1	1	1	1	1	1	1	1	1	1	1	1
Peak1005551	6	6	6	6	6	6	6	6	6	6	6	6
Peak1005552	6	6	6	6	6	6	6	6	6	6	6	6
Peak1005553	6	6	6	6	6	6	6	6	6	6	6	6
Peak1005565	5	5	5	5	5	5	5	5	5	5	5	5
Peak1005581	2	4	4	4	4	4	4	4	5	5	5	5
Peak1005582	2	4	4	4	4	4	4	4	5	5	5	5
Peak1005583	2	4	4	4	4	4	4	4	5	5	5	5
Peak1005614	4	4	4	4	4	4	5	5	5	5	5	5
Peak100564	6	6	6	6	6	6	6	6	6	6	6	6
Peak1005640	5	5	5	5	5	5	5	5	5	5	5	5
Peak1005641	5	5	5	5	5	5	5	5	5	5	5	5
Peak100565	6	6	6	6	6	6	6	6	6	6	6	6
Peak1005658	5	5	5	5	5	5	5	5	5	5	5	5
Peak100566	6	6	6	6	6	6	6	6	6	6	6	6
Peak100567	6	3	3	3	3	3	3	3	3	3	3	3
Peak1005715	5	5	5	5	5	5	5	5	5	5	5	5
Peak1005745	4	4	4	4	4	4	4	4	4	2	2	2
Peak1005757	5	5	5	5	5	5	5	5	5	5	5	5
Peak1005758	6	6	6	6	6	6	6	6	6	6	6	6
Peak1005772	6	6	6	6	6	6	6	6	6	6	6	6
Peak1005773	6	6	6	6	6	6	6	6	6	6	6	6
Peak1005789	5	5	5	5	5	5	6	6	6	6	6	6
Peak1005811	6	6	6	6	6	6	6	6	6	6	6	6
Peak1005812	6	6	6	6	6	6	6	6	6	6	6	6
Peak1005813	6	6	6	6	6	6	6	6	6	6	6	6
Peak1005814	6	6	6	6	6	6	6	6	6	6	6	6
Peak1005815	5	5	5	5	5	5	5	5	5	5	5	5
Peak1005841	5	5	5	5	5	5	5	5	4	4	4	4
Peak1005842	6	6	6	6	6	6	6	6	6	6	6	6
Peak1005843	6	6	6	6	6	6	6	6	6	6	6	6
Peak1005858	6	6	6	6	6	6	6	6	6	6	6	6
Peak1005859	6	6	6	6	6	6	6	6	6	6	6	6
Peak1005860	6	6	6	6	6	6	6	6	6	6	6	6
Peak1005861	6	6	6	6	6	6	6	6	6	6	6	6
Peak1005876	6	6	6	6	6	6	6	6	6	6	6	6
Peak1005877	6	6	6	6	6	6	6	6	6	6	6	6
Peak1005903	6	6	6	6	6	6	6	6	6	6	6	6
Peak1005904	6	6	6	6	6	6	6	6	6	6	6	6
Peak1005913	6	6	6	6	6	6	6	6	6	6	6	6
Peak1005975	6	6	6	6	6	6	6	6	6	6	6	6
Peak1005976	6	6	3	3	3	3	3	3	3	6	6	6
Peak1005983	6	6	6	6	6	6	6	6	6	6	6	6
Peak1005984	6	6	6	6	6	6	6	6	6	6	6	6
Peak1005985	6	6	6	6	6	6	6	6	6	6	6	6
Peak1006023	4	5	5	5	5	5	5	5	5	5	5	5
Peak1006024	4	5	5	5	5	5	5	5	5	5	5	5
Peak1006050	3	3	3	3	3	3	3	3	3	3	3	3
Peak1006072	5	5	5	5	3	3	6	6	6	6	6	6
Peak1006073	5	5	5	5	5	5	6	6	6	6	6	6
Peak1006074	5	5	5	5	5	5	5	5	5	6	6	6
Peak1006096	6	6	6	6	6	6	6	6	6	6	6	6
Peak1006097	6	6	6	6	6	6	6	6	6	6	6	6
Peak1006132	4	4	4	4	4	4	4	2	2	2	2	2
Peak1006133	4	4	4	4	4	4	4	2	2	2	2	2
Peak1006160	5	5	5	5	5	5	5	5	5	5	5	5
Peak1006161	6	6	6	6	6	6	6	6	6	6	6	6
Peak1006162	6	6	6	6	6	6	6	6	6	6	6	6
Peak1006163	6	6	6	6	6	6	6	6	6	6	6	6
Peak1006171	4	4	4	4	4	4	4	5	5	5	5	5
Peak1006187	5	5	5	5	5	5	5	5	5	4	4	4
Peak1006188	5	5	4	4	4	4	4	4	4	4	4	4
Peak1006203	5	5	5	5	5	5	5	5	5	5	5	5
Peak1006204	5	5	5	5	5	5	5	5	5	5	5	5
Peak1006228	6	6	6	6	6	6	6	6	6	6	6	6
Peak1006229	6	6	6	6	6	6	6	6	6	6	6	6
Peak1006230	6	6	6	6	6	6	6	6	6	6	6	6
Peak1006231	6	6	6	6	6	6	6	6	6	6	6	6
Peak1006232	6	6	6	6	6	6	6	6	6	6	6	6
Peak1006250	5	3	5	5	5	5	5	5	5	5	4	4
Peak1006251	5	3	5	5	5	5	5	5	5	5	4	4
Peak100627	3	3	3	3	3	3	3	3	3	3	3	3
Peak1006270	6	6	5	5	5	5	5	5	5	5	5	5
Peak1006271	5	5	5	5	5	5	5	5	5	5	5	5
Peak100628	3	3	3	3	3	3	3	3	3	3	3	3
Peak1006287	5	5	5	5	5	5	5	5	4	4	4	4
Peak100629	3	3	3	3	3	3	3	3	3	3	3	3
Peak1006290	6	6	6	6	6	6	6	6	6	6	6	6
Peak1006291	6	6	6	6	6	6	6	6	6	6	6	6
Peak1006292	6	6	6	6	6	6	6	6	6	6	6	6
Peak1006293	6	6	6	6	6	3	6	6	6	6	6	6
Peak100630	3	3	3	3	3	3	3	3	3	3	3	3
Peak100631	3	3	3	3	3	3	3	3	3	3	3	3
Peak100632	3	3	3	3	3	3	3	3	3	3	3	3
Peak1006322	2	2	2	2	2	2	2	2	2	2	2	2
Peak100633	3	3	3	3	3	3	3	3	3	3	3	3
Peak100634	3	3	3	3	3	3	3	3	3	3	3	3
Peak100635	3	3	3	3	3	3	3	3	3	3	3	3
Peak1006350	5	5	5	5	5	5	5	5	5	5	5	5
Peak1006351	5	5	5	5	5	5	5	5	5	5	5	5
Peak1006352	5	5	5	5	5	5	5	5	5	5	5	5
Peak1006421	3	3	3	3	3	3	3	3	3	3	3	3
Peak1006455	2	4	4	4	4	4	4	4	4	4	4	4
Peak1006468	5	5	5	5	5	5	5	5	5	5	5	5
Peak1006492	4	4	4	4	4	4	4	4	4	4	4	4
Peak1006493	4	4	4	4	4	4	4	4	5	5	5	4
Peak1006505	6	6	6	6	6	6	6	6	6	6	6	6
Peak1006514	5	5	5	5	5	5	5	5	5	5	5	5
Peak1006515	5	5	5	5	5	5	5	5	5	5	5	5
Peak1006520	4	4	4	4	4	4	4	4	4	4	4	4
Peak1006598	2	2	2	2	4	4	4	4	4	4	2	2
Peak1006655	5	5	5	5	5	5	5	5	5	5	5	5
Peak1006656	5	5	5	5	5	5	5	5	5	5	5	5
Peak1006657	5	5	5	5	5	5	5	5	5	5	5	5
Peak1006673	6	6	6	6	6	6	6	6	6	6	6	6
Peak1006674	6	6	6	6	6	6	6	6	6	6	6	6
Peak1006763	6	6	6	6	6	6	6	6	6	6	6	6
Peak1006764	6	6	6	6	6	6	6	6	6	6	6	6
Peak1006787	5	5	5	5	5	5	5	5	5	5	5	5
Peak1006788	5	5	5	5	5	5	5	3	3	3	3	5
Peak1006789	3	3	3	3	3	3	3	3	3	3	3	3
Peak1006871	6	6	6	6	6	6	6	6	6	5	5	5
Peak1006872	6	6	6	6	6	6	6	6	6	6	6	6
Peak1006873	6	6	6	6	6	6	6	6	6	6	6	6
Peak1006889	5	5	5	5	5	5	5	5	5	5	5	5
Peak1006890	5	5	5	5	5	5	5	5	5	5	5	3
Peak1006921	5	5	5	5	5	5	5	5	5	5	5	5
Peak1006925	5	5	5	5	5	5	5	5	5	5	5	5
Peak1006926	5	5	5	5	5	5	5	5	5	5	5	5
Peak1006952	5	5	5	5	5	5	5	5	5	5	5	5
